-0.063198 0.124921 0.308614 0.481375 0.637083 0.770222 0.876075 0.950893 0.992025 0.998014 0.968648 0.904967 0.809227 0.684820 0.536153 0.368492 0.187777 0.000411 -0.186971 -0.367728 -0.535459 -0.684221 -0.808744 -0.904617 -0.968443 -0.997962 -0.992128 -0.951147 -0.876471 -0.770745 -0.637716 -0.482095 -0.309396 -0.125736 0.062378 0.248282 0.425391 0.587430 0.728659 0.844075 0.929589 0.982172 0.999961 0.982326 0.929892 0.844515 0.729221 0.588095 0.426134 0.249078 0.063198 -0.124921 -0.308614 -0.481375 -0.637083 -0.770222 -0.876075 -0.950893 -0.992025 -0.998014 -0.968648 -0.904967 -0.809227 -0.684820 -0.536153 -0.368492 -0.187777 -0.000411 0.186971 0.367728 0.535459 0.684221 0.808744 0.904617 0.968443 0.997962 0.992128 0.951147 0.876471 0.770745 0.637716 0.482095 0.309396 0.125736 -0.062378 -0.248282 -0.425391 -0.587430 -0.728659 -0.844075 -0.929589 -0.982172 -0.999961 -0.982326 -0.929892 -0.844515 -0.729221 -0.588095 -0.426134 -0.249078 -0.063198
-0.126138 0.061966 0.247875 0.425003 0.587075 0.728350 0.843822 0.929402 0.982057 0.999922 0.982365 0.930007 0.844702 0.729474 0.588404 0.426489 0.249466 0.063605 -0.124509 -0.308212 -0.480996 -0.636741 -0.769930 -0.875843 -0.950729 -0.991935 -0.998001 -0.968712 -0.905106 -0.809437 -0.685093 -0.536479 -0.368860 -0.188174 -0.000821 0.186560 0.367332 0.535092 0.683895 0.808471 0.904407 0.968304 0.997897 0.992140 0.951236 0.876634 0.770977 0.638007 0.482436 0.309774 0.126138 -0.061966 -0.247875 -0.425003 -0.587075 -0.728350 -0.843822 -0.929402 -0.982057 -0.999922 -0.982365 -0.930007 -0.844702 -0.729474 -0.588404 -0.426489 -0.249466 -0.063605 0.124509 0.308212 0.480996 0.636741 0.769930 0.875843 0.950729 0.991935 0.998001 0.968712 0.905106 0.809437 0.685093 0.536479 0.368860 0.188174 0.000821 -0.186560 -0.367332 -0.535092 -0.683895 -0.808471 -0.904407 -0.968304 -0.997897 -0.992140 -0.951236 -0.876634 -0.770977 -0.638007 -0.482436 -0.309774 -0.126138
-0.188570 -0.001232 0.186149 0.366936 0.534724 0.683569 0.808198 0.904197 0.968163 0.997833 0.992153 0.951326 0.876798 0.771208 0.638299 0.482777 0.310153 0.126541 -0.061554 -0.247467 -0.424615 -0.586720 -0.728040 -0.843569 -0.929214 -0.981941 -0.999883 -0.982403 -0.930121 -0.844889 -0.729727 -0.588713 -0.426844 -0.249854 -0.064013 0.124096 0.307809 0.480618 0.636400 0.769638 0.875611 0.950565 0.991844 0.997987 0.968776 0.905246 0.809647 0.685365 0.536804 0.369227 0.188570 0.001232 -0.186149 -0.366936 -0.534724 -0.683569 -0.808198 -0.904197 -0.968163 -0.997833 -0.992153 -0.951326 -0.876798 -0.771208 -0.638299 -0.482777 -0.310153 -0.126541 0.061554 0.247467 0.424615 0.586720 0.728040 0.843569 0.929214 0.981941 0.999883 0.982403 0.930121 0.844889 0.729727 0.588713 0.426844 0.249854 0.064013 -0.124096 -0.307809 -0.480618 -0.636400 -0.769638 -0.875611 -0.950565 -0.991844 -0.997987 -0.968776 -0.905246 -0.809647 -0.685365 -0.536804 -0.369227 -0.188570
-0.250242 -0.064420 0.123684 0.307406 0.480239 0.636059 0.769346 0.875378 0.950400 0.991754 0.997974 0.968840 0.905385 0.809856 0.685638 0.537130 0.369594 0.188966 0.001643 -0.185738 -0.366540 -0.534356 -0.683243 -0.807925 -0.903986 -0.968023 -0.997768 -0.992166 -0.951416 -0.876961 -0.771440 -0.638590 -0.483118 -0.310531 -0.126943 0.061141 0.247060 0.424226 0.586364 0.727730 0.843316 0.929026 0.981826 0.999844 0.982442 0.930236 0.845076 0.729979 0.589022 0.427199 0.250242 0.064420 -0.123684 -0.307406 -0.480239 -0.636059 -0.769346 -0.875378 -0.950400 -0.991754 -0.997974 -0.968840 -0.905385 -0.809856 -0.685638 -0.537130 -0.369594 -0.188966 -0.001643 0.185738 0.366540 0.534356 0.683243 0.807925 0.903986 0.968023 0.997768 0.992166 0.951416 0.876961 0.771440 0.638590 0.483118 0.310531 0.126943 -0.061141 -0.247060 -0.424226 -0.586364 -0.727730 -0.843316 -0.929026 -0.981826 -0.999844 -0.982442 -0.930236 -0.845076 -0.729979 -0.589022 -0.427199 -0.250242
-0.310909 -0.127346 0.060729 0.246652 0.423838 0.586009 0.727420 0.843062 0.928839 0.981710 0.999804 0.982480 0.930350 0.845263 0.730232 0.589331 0.427554 0.250630 0.064828 -0.123272 -0.307004 -0.479860 -0.635717 -0.769054 -0.875146 -0.950236 -0.991663 -0.997960 -0.968904 -0.905524 -0.810066 -0.685910 -0.537456 -0.369962 -0.189362 -0.002053 0.185328 0.366143 0.533988 0.682916 0.807652 0.903776 0.967883 0.997702 0.992178 0.951505 0.877124 0.771671 0.638881 0.483459 0.310909 0.127346 -0.060729 -0.246652 -0.423838 -0.586009 -0.727420 -0.843062 -0.928839 -0.981710 -0.999804 -0.982480 -0.930350 -0.845263 -0.730232 -0.589331 -0.427554 -0.250630 -0.064828 0.123272 0.307004 0.479860 0.635717 0.769054 0.875146 0.950236 0.991663 0.997960 0.968904 0.905524 0.810066 0.685910 0.537456 0.369962 0.189362 0.002053 -0.185328 -0.366143 -0.533988 -0.682916 -0.807652 -0.903776 -0.967883 -0.997702 -0.992178 -0.951505 -0.877124 -0.771671 -0.638881 -0.483459 -0.310909
-0.370329 -0.189757 -0.002464 0.184917 0.365747 0.533620 0.682590 0.807378 0.903565 0.967742 0.997637 0.992190 0.951594 0.877287 0.771902 0.639172 0.483799 0.311288 0.127748 -0.060317 -0.246245 -0.423450 -0.585654 -0.727110 -0.842809 -0.928651 -0.981594 -0.999765 -0.982518 -0.930465 -0.845449 -0.730484 -0.589640 -0.427908 -0.251018 -0.065235 0.122859 0.306601 0.479481 0.635375 0.768761 0.874913 0.950071 0.991572 0.997946 0.968968 0.905663 0.810275 0.686182 0.537781 0.370329 0.189757 0.002464 -0.184917 -0.365747 -0.533620 -0.682590 -0.807378 -0.903565 -0.967742 -0.997637 -0.992190 -0.951594 -0.877287 -0.771902 -0.639172 -0.483799 -0.311288 -0.127748 0.060317 0.246245 0.423450 0.585654 0.727110 0.842809 0.928651 0.981594 0.999765 0.982518 0.930465 0.845449 0.730484 0.589640 0.427908 0.251018 0.065235 -0.122859 -0.306601 -0.479481 -0.635375 -0.768761 -0.874913 -0.950071 -0.991572 -0.997946 -0.968968 -0.905663 -0.810275 -0.686182 -0.537781 -0.370329
-0.428263 -0.251406 -0.065642 0.122447 0.306198 0.479102 0.635034 0.768469 0.874681 0.949906 0.991481 0.997933 0.969031 0.905802 0.810484 0.686454 0.538106 0.370696 0.190153 0.002874 -0.184506 -0.365351 -0.533252 -0.682263 -0.807105 -0.903354 -0.967602 -0.997572 -0.992202 -0.951683 -0.877450 -0.772133 -0.639463 -0.484140 -0.311666 -0.128151 0.059904 0.245837 0.423061 0.585298 0.726800 0.842555 0.928462 0.981478 0.999725 0.982556 0.930579 0.845636 0.730736 0.589949 0.428263 0.251406 0.065642 -0.122447 -0.306198 -0.479102 -0.635034 -0.768469 -0.874681 -0.949906 -0.991481 -0.997933 -0.969031 -0.905802 -0.810484 -0.686454 -0.538106 -0.370696 -0.190153 -0.002874 0.184506 0.365351 0.533252 0.682263 0.807105 0.903354 0.967602 0.997572 0.992202 0.951683 0.877450 0.772133 0.639463 0.484140 0.311666 0.128151 -0.059904 -0.245837 -0.423061 -0.585298 -0.726800 -0.842555 -0.928462 -0.981478 -0.999725 -0.982556 -0.930579 -0.845636 -0.730736 -0.589949 -0.428263
-0.484480 -0.312044 -0.128553 0.059492 0.245430 0.422673 0.584942 0.726490 0.842302 0.928274 0.981362 0.999685 0.982593 0.930693 0.845822 0.730988 0.590258 0.428617 0.251793 0.066049 -0.122035 -0.305795 -0.478723 -0.634692 -0.768176 -0.874448 -0.949742 -0.991390 -0.997918 -0.969095 -0.905940 -0.810693 -0.686726 -0.538431 -0.371063 -0.190549 -0.003285 0.184095 0.364954 0.532884 0.681937 0.806831 0.903143 0.967461 0.997506 0.992214 0.951772 0.877613 0.772364 0.639754 0.484480 0.312044 0.128553 -0.059492 -0.245430 -0.422673 -0.584942 -0.726490 -0.842302 -0.928274 -0.981362 -0.999685 -0.982593 -0.930693 -0.845822 -0.730988 -0.590258 -0.428617 -0.251793 -0.066049 0.122035 0.305795 0.478723 0.634692 0.768176 0.874448 0.949742 0.991390 0.997918 0.969095 0.905940 0.810693 0.686726 0.538431 0.371063 0.190549 0.003285 -0.184095 -0.364954 -0.532884 -0.681937 -0.806831 -0.903143 -0.967461 -0.997506 -0.992214 -0.951772 -0.877613 -0.772364 -0.639754 -0.484480
-0.538757 -0.371430 -0.190945 -0.003695 0.183685 0.364558 0.532516 0.681610 0.806557 0.902932 0.967320 0.997440 0.992225 0.951860 0.877776 0.772595 0.640045 0.484821 0.312422 0.128955 -0.059080 -0.245022 -0.422284 -0.584587 -0.726180 -0.842048 -0.928086 -0.981246 -0.999645 -0.982631 -0.930806 -0.846008 -0.731239 -0.590566 -0.428972 -0.252181 -0.066456 0.121622 0.305393 0.478344 0.634350 0.767884 0.874215 0.949577 0.991299 0.997904 0.969158 0.906079 0.810902 0.686998 0.538757 0.371430 0.190945 0.003695 -0.183685 -0.364558 -0.532516 -0.681610 -0.806557 -0.902932 -0.967320 -0.997440 -0.992225 -0.951860 -0.877776 -0.772595 -0.640045 -0.484821 -0.312422 -0.128955 0.059080 0.245022 0.422284 0.584587 0.726180 0.842048 0.928086 0.981246 0.999645 0.982631 0.930806 0.846008 0.731239 0.590566 0.428972 0.252181 0.066456 -0.121622 -0.305393 -0.478344 -0.634350 -0.767884 -0.874215 -0.949577 -0.991299 -0.997904 -0.969158 -0.906079 -0.810902 -0.686998 -0.538757
-0.590874 -0.429326 -0.252568 -0.066863 0.121210 0.304990 0.477965 0.634008 0.767591 0.873982 0.949411 0.991208 0.997890 0.969221 0.906217 0.811110 0.687269 0.539081 0.371796 0.191340 0.004106 -0.183274 -0.364161 -0.532148 -0.681283 -0.806283 -0.902721 -0.967179 -0.997374 -0.992237 -0.951949 -0.877938 -0.772826 -0.640335 -0.485161 -0.312800 -0.129357 0.058668 0.244615 0.421896 0.584231 0.725870 0.841794 0.927897 0.981129 0.999604 0.982668 0.930920 0.846194 0.731491 0.590874 0.429326 0.252568 0.066863 -0.121210 -0.304990 -0.477965 -0.634008 -0.767591 -0.873982 -0.949411 -0.991208 -0.997890 -0.969221 -0.906217 -0.811110 -0.687269 -0.539081 -0.371796 -0.191340 -0.004106 0.183274 0.364161 0.532148 0.681283 0.806283 0.902721 0.967179 0.997374 0.992237 0.951949 0.877938 0.772826 0.640335 0.485161 0.312800 0.129357 -0.058668 -0.244615 -0.421896 -0.584231 -0.725870 -0.841794 -0.927897 -0.981129 -0.999604 -0.982668 -0.930920 -0.846194 -0.731491 -0.590874
